documentType	response_error	response_message	created_at	last_uploaded_at	number_of_attempts
PURCHASED GOODS	NULL	NULL	2018-09-02 20:55:32	2018-09-02 21:10:37	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:55:31	2018-09-02 21:10:36	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:55:31	2018-09-02 21:10:35	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:55:30	2018-09-02 21:10:34	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:55:29	2018-09-02 21:10:33	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:55:29	2018-09-02 21:10:32	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:55:27	2018-09-02 21:10:31	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:55:26	2018-09-02 21:10:30	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:55:25	2018-09-02 21:10:29	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:55:23	2018-09-02 21:10:28	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:55:22	2018-09-02 21:10:27	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:55:21	2018-09-02 21:10:26	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:55:17	2018-09-02 21:10:24	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:55:16	2018-09-02 21:10:23	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:55:15	2018-09-02 21:10:22	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:55:11	2018-09-02 21:10:21	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:55:10	2018-09-02 21:10:20	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:55:09	2018-09-02 21:10:19	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:54:59	2018-09-02 21:10:18	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:54:57	2018-09-02 21:10:17	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:54:56	2018-09-02 21:10:16	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:54:51	2018-09-02 21:10:14	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:54:49	2018-09-02 21:10:13	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:54:40	2018-09-02 21:10:12	1
INVOICE	NULL	NULL	2018-09-02 20:54:40	2018-09-02 21:10:11	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:54:40	2018-09-02 21:10:11	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:54:40	2018-09-02 21:10:10	1
INVOICE	NULL	NULL	2018-09-02 20:54:39	2018-09-02 21:10:09	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:54:37	2018-09-02 21:10:07	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:54:33	2018-09-02 21:10:06	1
INVOICE	NULL	NULL	2018-09-02 20:54:33	2018-09-02 21:10:05	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:54:28	2018-09-02 21:10:04	1
INVOICE	NULL	NULL	2018-09-02 20:54:28	2018-09-02 21:10:03	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:54:18	2018-09-02 21:10:02	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:54:14	2018-09-02 21:10:01	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:54:09	2018-09-02 21:10:00	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:54:11	2018-09-02 21:10:00	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:53:57	2018-09-02 21:09:59	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:53:57	2018-09-02 21:09:58	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:53:55	2018-09-02 21:09:57	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:53:50	2018-09-02 21:09:56	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:53:37	2018-09-02 21:09:55	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:53:35	2018-09-02 21:09:54	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:53:32	2018-09-02 21:09:53	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:53:31	2018-09-02 21:09:52	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:53:30	2018-09-02 21:09:51	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:53:27	2018-09-02 21:09:50	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:53:25	2018-09-02 21:09:49	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:53:25	2018-09-02 21:09:48	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:53:24	2018-09-02 21:09:47	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:53:23	2018-09-02 21:09:46	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:53:23	2018-09-02 21:09:45	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:53:22	2018-09-02 21:09:44	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:53:20	2018-09-02 21:09:43	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:53:19	2018-09-02 21:09:42	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:53:18	2018-09-02 21:09:41	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:53:17	2018-09-02 21:09:40	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:53:16	2018-09-02 21:09:39	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:53:13	2018-09-02 21:09:38	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:53:09	2018-09-02 21:09:37	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:53:06	2018-09-02 21:09:36	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:53:05	2018-09-02 21:09:35	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:53:05	2018-09-02 21:09:35	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:53:03	2018-09-02 21:09:34	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:53:01	2018-09-02 21:09:32	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:53:00	2018-09-02 21:09:31	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:52:59	2018-09-02 21:09:30	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:52:59	2018-09-02 21:09:29	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:52:43	2018-09-02 21:09:28	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:52:58	2018-09-02 21:09:28	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:52:42	2018-09-02 21:09:27	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:52:41	2018-09-02 21:09:26	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:52:37	2018-09-02 21:09:25	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:52:36	2018-09-02 21:09:24	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:52:35	2018-09-02 21:09:23	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:52:07	2018-09-02 21:09:22	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:52:07	2018-09-02 21:09:21	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:52:07	2018-09-02 21:09:20	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:52:07	2018-09-02 21:09:18	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:52:03	2018-09-02 21:09:17	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:52:02	2018-09-02 21:09:16	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:51:58	2018-09-02 21:09:15	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:51:55	2018-09-02 21:09:14	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:51:54	2018-09-02 21:09:13	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:51:53	2018-09-02 21:09:12	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:51:51	2018-09-02 21:09:11	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:51:50	2018-09-02 21:09:10	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:51:48	2018-09-02 21:09:09	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:51:46	2018-09-02 21:09:08	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:51:45	2018-09-02 21:09:07	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:51:39	2018-09-02 21:09:06	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:51:44	2018-09-02 21:09:06	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:51:38	2018-09-02 21:09:04	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:51:36	2018-09-02 21:09:03	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:51:33	2018-09-02 21:09:02	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:51:33	2018-09-02 21:09:02	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:51:33	2018-09-02 21:09:01	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:51:32	2018-09-02 21:09:00	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:51:32	2018-09-02 21:08:59	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:51:30	2018-09-02 21:08:58	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:51:26	2018-09-02 21:08:57	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:51:24	2018-09-02 21:08:56	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:51:23	2018-09-02 21:08:54	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:51:22	2018-09-02 21:08:53	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:51:22	2018-09-02 21:08:53	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:50:30	2018-09-02 21:08:51	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:50:31	2018-09-02 21:08:51	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:50:30	2018-09-02 21:08:50	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:50:26	2018-09-02 21:08:49	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:50:25	2018-09-02 21:08:48	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:50:25	2018-09-02 21:08:47	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:50:23	2018-09-02 21:08:46	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:50:22	2018-09-02 21:08:45	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:50:22	2018-09-02 21:08:44	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:50:20	2018-09-02 21:08:43	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:50:18	2018-09-02 21:08:42	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:50:18	2018-09-02 21:08:41	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:50:17	2018-09-02 21:08:40	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:50:16	2018-09-02 21:08:39	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:50:15	2018-09-02 21:08:38	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:50:15	2018-09-02 21:08:37	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:50:14	2018-09-02 21:08:36	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:50:14	2018-09-02 21:08:35	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:50:12	2018-09-02 21:08:34	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:50:09	2018-09-02 21:08:33	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:50:09	2018-09-02 21:08:32	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:50:08	2018-09-02 21:08:31	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:50:08	2018-09-02 21:08:30	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:50:08	2018-09-02 21:08:29	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:50:06	2018-09-02 21:08:28	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:50:05	2018-09-02 21:08:27	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:50:04	2018-09-02 21:08:26	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:50:04	2018-09-02 21:08:24	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:50:03	2018-09-02 21:08:23	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:50:02	2018-09-02 21:08:22	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:50:01	2018-09-02 21:08:21	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:49:59	2018-09-02 21:08:20	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:49:59	2018-09-02 21:08:19	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:49:58	2018-09-02 21:08:18	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:49:58	2018-09-02 21:08:17	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:49:58	2018-09-02 21:08:16	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:49:57	2018-09-02 21:08:15	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:49:55	2018-09-02 21:08:14	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:49:51	2018-09-02 21:08:13	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:49:51	2018-09-02 21:08:12	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:49:49	2018-09-02 21:08:11	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:49:47	2018-09-02 21:08:10	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:49:47	2018-09-02 21:08:09	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:49:45	2018-09-02 21:08:08	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:49:45	2018-09-02 21:08:07	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:49:41	2018-09-02 21:08:05	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:49:44	2018-09-02 21:08:05	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:49:39	2018-09-02 21:08:04	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:49:39	2018-09-02 21:08:03	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:49:38	2018-09-02 21:08:02	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:49:37	2018-09-02 21:08:00	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:49:35	2018-09-02 21:07:59	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:49:35	2018-09-02 21:07:58	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:49:33	2018-09-02 21:07:57	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:49:31	2018-09-02 21:07:56	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:49:31	2018-09-02 21:07:55	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:49:26	2018-09-02 21:07:54	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:49:22	2018-09-02 21:07:53	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:49:17	2018-09-02 21:07:52	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:49:16	2018-09-02 21:07:51	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:49:14	2018-09-02 21:07:50	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:49:06	2018-09-02 21:07:49	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:49:05	2018-09-02 21:07:48	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:49:04	2018-09-02 21:07:47	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:48:59	2018-09-02 21:07:46	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:48:58	2018-09-02 21:07:45	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:48:56	2018-09-02 21:07:44	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:48:46	2018-09-02 21:07:43	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:48:45	2018-09-02 21:07:42	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:48:44	2018-09-02 21:07:41	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:48:43	2018-09-02 21:07:39	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:48:39	2018-09-02 21:07:38	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:41:41	2018-09-02 21:07:37	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:41:40	2018-09-02 21:07:36	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:41:39	2018-09-02 21:07:35	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:41:37	2018-09-02 21:07:34	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:41:36	2018-09-02 21:07:33	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:41:36	2018-09-02 21:07:32	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:41:36	2018-09-02 21:07:31	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:40:49	2018-09-02 21:07:00	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:40:49	2018-09-02 21:06:59	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:40:40	2018-09-02 21:06:58	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:38:51	2018-09-02 21:06:57	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:38:39	2018-09-02 21:06:56	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:38:29	2018-09-02 21:06:55	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:38:29	2018-09-02 21:06:54	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:38:28	2018-09-02 21:06:53	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:38:25	2018-09-02 21:06:52	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:36:00	2018-09-02 21:06:51	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:35:59	2018-09-02 21:06:50	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:35:57	2018-09-02 21:06:49	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:35:55	2018-09-02 21:06:48	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:35:48	2018-09-02 21:06:47	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:35:22	2018-09-02 21:06:46	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:35:45	2018-09-02 21:06:46	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:35:19	2018-09-02 21:06:45	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:35:01	2018-09-02 21:06:44	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:34:59	2018-09-02 21:06:43	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:34:58	2018-09-02 21:06:41	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:34:44	2018-09-02 21:06:40	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:34:42	2018-09-02 21:06:39	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:34:38	2018-09-02 21:06:38	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:34:37	2018-09-02 21:06:37	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:34:36	2018-09-02 21:06:36	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:34:35	2018-09-02 21:06:35	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:34:34	2018-09-02 21:06:34	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:34:33	2018-09-02 21:06:33	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:34:32	2018-09-02 21:06:32	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:34:30	2018-09-02 21:06:31	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:34:29	2018-09-02 21:06:30	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:34:28	2018-09-02 21:06:29	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:34:26	2018-09-02 21:06:28	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:34:18	2018-09-02 21:06:27	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:34:17	2018-09-02 21:06:26	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:34:13	2018-09-02 21:06:24	1
INVOICE	NULL	NULL	2018-09-02 20:34:09	2018-09-02 21:06:23	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:34:03	2018-09-02 21:06:22	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:33:56	2018-09-02 21:06:21	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:33:55	2018-09-02 21:06:20	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:33:45	2018-09-02 21:05:48	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:33:47	2018-09-02 21:05:48	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:33:42	2018-09-02 21:05:47	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:33:38	2018-09-02 21:05:46	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:33:25	2018-09-02 21:05:45	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:33:24	2018-09-02 21:05:44	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:33:23	2018-09-02 21:05:43	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:33:21	2018-09-02 21:05:42	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:33:13	2018-09-02 21:05:41	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:33:12	2018-09-02 21:05:40	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:33:11	2018-09-02 21:05:39	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:33:11	2018-09-02 21:05:38	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:33:10	2018-09-02 21:05:37	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:33:10	2018-09-02 21:05:36	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:33:04	2018-09-02 21:05:35	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:33:03	2018-09-02 21:05:34	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:33:02	2018-09-02 21:05:33	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:33:01	2018-09-02 21:05:32	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:33:00	2018-09-02 21:05:31	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:32:58	2018-09-02 21:05:30	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:32:56	2018-09-02 21:05:29	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:32:57	2018-09-02 21:05:29	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:32:55	2018-09-02 21:05:27	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:32:55	2018-09-02 21:05:26	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:32:54	2018-09-02 21:05:25	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:32:54	2018-09-02 21:05:24	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:32:37	2018-09-02 21:05:23	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:32:53	2018-09-02 21:05:23	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:32:32	2018-09-02 21:05:22	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:32:26	2018-09-02 21:05:21	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:31:40	2018-09-02 21:05:20	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:30:17	2018-09-02 21:05:19	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:30:13	2018-09-02 21:05:18	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:30:10	2018-09-02 21:05:17	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:30:03	2018-09-02 21:05:16	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:30:00	2018-09-02 21:05:15	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:30:02	2018-09-02 21:05:15	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:29:58	2018-09-02 21:05:14	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:29:13	2018-09-02 21:05:13	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:26:46	2018-09-02 21:05:12	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:26:45	2018-09-02 21:05:11	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:26:44	2018-09-02 21:05:10	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:26:39	2018-09-02 21:05:09	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:26:39	2018-09-02 21:05:08	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:26:38	2018-09-02 21:05:07	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:26:30	2018-09-02 21:05:06	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:26:22	2018-09-02 21:05:05	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:26:07	2018-09-02 21:05:04	1
INVOICE	NULL	NULL	2018-09-02 20:23:01	2018-09-02 21:05:03	1
INVOICE	NULL	NULL	2018-09-02 20:23:00	2018-09-02 21:05:02	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:22:50	2018-09-02 21:05:00	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:22:50	2018-09-02 21:05:00	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:22:49	2018-09-02 21:04:59	1
DELIVERY PROOF	NULL	NULL	2018-09-02 20:22:48	2018-09-02 21:04:58	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:22:45	2018-09-02 21:04:57	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:22:43	2018-09-02 21:04:56	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:22:40	2018-09-02 21:04:55	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:22:39	2018-09-02 21:04:54	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:22:38	2018-09-02 21:04:53	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:22:33	2018-09-02 21:04:52	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:22:31	2018-09-02 21:04:51	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:22:30	2018-09-02 21:04:50	1
INVOICE	NULL	NULL	2018-09-02 20:22:28	2018-09-02 21:04:49	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:22:27	2018-09-02 21:04:48	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:22:24	2018-09-02 21:04:47	1
INVOICE	NULL	NULL	2018-09-02 20:22:21	2018-09-02 21:04:46	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:22:18	2018-09-02 21:04:45	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:22:10	2018-09-02 21:04:44	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:22:09	2018-09-02 21:04:43	1
INVOICE	NULL	NULL	2018-09-02 20:22:08	2018-09-02 21:04:42	1
CKYC PHOTO	NULL	NULL	2018-09-02 20:22:05	2018-09-02 21:04:40	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:21:54	2018-09-02 21:04:39	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:21:52	2018-09-02 21:04:38	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:21:51	2018-09-02 21:04:37	1
PURCHASED GOODS	NULL	NULL	2018-09-02 20:21:43	2018-09-02 21:04:36	1
